,yyyy,PerNo,PerStatus,sex,工作分類,職等,廠區代碼,管理層級,工作資歷1,工作資歷2,工作資歷3,工作資歷4,工作資歷5,專案時數,專案總數,當前專案角色,特殊專案佔比,工作地點,訓練時數A,訓練時數B,訓練時數C,生產總額,榮譽數,是否升遷,升遷速度,近三月請假數A,近一年請假數A,近三月請假數B,近一年請假數B,出差數A,出差數B,出差集中度,年度績效等級A,年度績效等級B,年度績效等級C,年齡層級,婚姻狀況,年資層級A,年資層級B,年資層級C,任職前工作平均年數,畢業科系類別,眷屬量,通勤成本,歸屬部門
875,2016,554,0,1.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,1.0,0.0,6.0,0.0,0.0,2.0,14.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,2.0,0.0,1.0,2.0,10.0,5.0,6.0,1.0,3.0,2.0,3.0,1.0,5.0,1.0,8.0,20089.0
876,2017,554,0,1.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,5.0,1.0,6.0,0.0,0.0,2.0,12.0,0.0,0.0,2.0,3.0,8.0,0.0,0.0,2.0,1.0,2.0,2.0,10.0,5.0,7.0,1.0,3.0,2.0,3.0,1.0,5.0,1.0,8.0,20089.0
877,2014,555,0,1.0,1.0,1.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,5.0,3.0,2.0,1.0,1.0,0.0,0.0,5.0,0.0,9.0,20054.0
878,2015,555,0,1.0,1.0,1.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,3.0,2.0,1.0,1.0,0.0,0.0,5.0,0.0,9.0,20123.0
879,2016,555,0,1.0,1.0,7.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,5.0,4.0,2.0,2.0,2.0,0.0,0.0,5.0,0.0,9.0,20123.0
880,2017,555,0,1.0,1.0,7.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,0.0,6.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,5.0,9.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,5.0,4.0,2.0,2.0,2.0,0.0,0.0,5.0,0.0,9.0,20123.0
881,2014,557,0,1.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,5.0,5.0,6.0,0.0,0.0,1.0,8.0,3.0,0.0,2.0,4.0,9.0,0.0,0.0,1.0,0.0,0.0,10.0,4.0,5.0,8.0,1.0,4.0,3.0,4.0,1.0,3.0,1.0,8.0,19043.0
882,2015,557,0,1.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,2.0,6.0,1.0,0.0,1.0,3.0,5.0,0.0,2.0,3.0,10.0,0.0,0.0,1.0,0.0,0.0,10.0,10.0,5.0,9.0,1.0,5.0,3.0,4.0,1.0,3.0,1.0,8.0,19043.0
883,2016,557,0,1.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,5.0,6.0,6.0,0.0,0.0,2.0,1.0,4.0,0.0,3.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,5.0,9.0,1.0,5.0,3.0,4.0,1.0,3.0,1.0,8.0,19004.0
884,2017,557,0,1.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,5.0,6.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,2.0,9.0,1.0,5.0,3.0,4.0,1.0,3.0,1.0,8.0,19004.0
885,2014,559,0,1.0,1.0,3.0,13.0,2.0,0.0,0.0,0.0,0.0,1.0,23.0,4.0,1.0,3.0,6.0,0.0,0.0,5.0,4.0,2.0,0.0,2.0,4.0,6.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,4.0,11.0,1.0,6.0,6.0,0.0,0.0,3.0,0.0,8.0,13049.0
886,2015,559,0,1.0,1.0,3.0,13.0,4.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,6.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,5.0,11.0,1.0,6.0,6.0,0.0,0.0,3.0,0.0,8.0,13049.0
887,2016,559,0,1.0,1.0,3.0,13.0,4.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,5.0,1.0,0.0,2.0,2.0,6.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,4.0,11.0,1.0,7.0,7.0,0.0,0.0,3.0,0.0,8.0,13049.0
888,2017,559,0,1.0,1.0,3.0,13.0,4.0,0.0,0.0,0.0,0.0,1.0,23.0,4.0,5.0,1.0,6.0,0.0,0.0,2.0,5.0,1.0,0.0,3.0,1.0,7.0,0.0,0.0,2.0,0.0,1.0,4.0,1.0,5.0,12.0,1.0,7.0,7.0,0.0,0.0,3.0,0.0,8.0,13049.0
889,2014,561,0,1.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,5.0,0.0,5.0,2.0,0.0,2.0,26.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,1.0,4.0,0.0,1.0,4.0,5.0,3.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,10.0,16178.0
890,2015,561,0,1.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,5.0,4.0,0.0,2.0,28.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,10.0,16178.0
891,2016,561,0,1.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,5.0,1.0,5.0,1.0,2.0,3.0,21.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,1.0,4.0,0.0,1.0,4.0,5.0,4.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,8.0,16178.0
892,2017,561,0,1.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,1.0,5.0,3.0,1.0,8.0,15.0,0.0,0.0,2.0,4.0,5.0,0.0,0.0,1.0,1.0,2.0,1.0,8.0,5.0,4.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,8.0,16178.0
893,2014,569,0,1.0,1.0,5.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,9.0,2.0,10.0,1.0,7.0,6.0,2.0,1.0,3.0,2.0,8.0,13147.0
894,2015,569,0,1.0,1.0,5.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,15.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,10.0,2.0,11.0,1.0,7.0,6.0,2.0,1.0,3.0,2.0,8.0,13147.0
895,2016,569,0,1.0,1.0,5.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,2.0,11.0,1.0,7.0,6.0,2.0,1.0,3.0,1.0,8.0,13147.0
896,2017,569,0,1.0,1.0,5.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,5.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,5.0,8.0,2.0,11.0,1.0,7.0,6.0,2.0,1.0,3.0,2.0,8.0,13147.0
897,2014,574,0,1.0,1.0,2.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,2.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0,1.0,6.0,0.0,0.0,4.0,0.0,3.0,3.0,3.0,2.0,11.0,1.0,5.0,2.0,5.0,1.0,6.0,1.0,9.0,18111.0
898,2015,574,0,1.0,1.0,2.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,1.0,6.0,0.0,0.0,2.0,0.0,1.0,3.0,3.0,5.0,11.0,1.0,5.0,2.0,5.0,1.0,6.0,1.0,9.0,20089.0
899,2016,574,0,1.0,1.0,2.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,0.0,6.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,2.0,0.0,2.0,3.0,4.0,5.0,12.0,1.0,5.0,2.0,5.0,1.0,6.0,1.0,9.0,20089.0
900,2017,574,0,1.0,1.0,2.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,5.0,0.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,2.0,0.0,3.0,3.0,8.0,5.0,12.0,1.0,5.0,2.0,5.0,1.0,6.0,1.0,9.0,20089.0
901,2017,576,0,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,1.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,1.0,0.0,1.0,5.0,9.0,5.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,8.0,8181.0
902,2015,582,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,2.0,0.0,6.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,4.0,4.0,2.0,1.0,1.0,0.0,0.0,8.0,0.0,8.0,8074.0
903,2016,582,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,2.0,2.0,6.0,0.0,0.0,1.0,8.0,0.0,0.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,0.0,0.0,8.0,0.0,8.0,8074.0
904,2017,582,1,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,3.0,2.0,1.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,4.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,0.0,0.0,8.0,0.0,8.0,8074.0
905,2014,583,0,1.0,1.0,7.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,6.0,6.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,2.0,1.0,2.0,5.0,8.0,2.0,7.0,1.0,3.0,1.0,3.0,1.0,9.0,2.0,8.0,17112.0
906,2015,583,0,1.0,1.0,4.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,5.0,8.0,6.0,0.0,0.0,2.0,6.0,0.0,1.0,1.0,4.0,9.0,0.0,0.0,2.0,1.0,2.0,10.0,10.0,2.0,7.0,1.0,3.0,1.0,3.0,1.0,9.0,2.0,8.0,17112.0
907,2016,583,0,1.0,1.0,4.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,12.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,3.0,9.0,0.0,0.0,2.0,1.0,2.0,10.0,10.0,2.0,7.0,1.0,3.0,2.0,3.0,1.0,9.0,2.0,8.0,17112.0
908,2017,583,0,1.0,1.0,4.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,0.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,11.0,0.0,0.0,2.0,0.0,2.0,10.0,10.0,2.0,8.0,1.0,3.0,2.0,3.0,1.0,9.0,2.0,8.0,17112.0
909,2014,584,0,0.0,2.0,3.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,1.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,6.0,11.0,1.0,1.0,2.0,0.0,2.0,7.0,1.0,5.0,12.0,1.0,6.0,6.0,1.0,1.0,9.0,1.0,8.0,17033.0
910,2015,584,0,0.0,2.0,3.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,1.0,1.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,7.0,11.0,0.0,0.0,2.0,0.0,1.0,7.0,1.0,5.0,12.0,1.0,6.0,6.0,1.0,1.0,9.0,1.0,8.0,17033.0
911,2016,584,0,0.0,2.0,3.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,11.0,2.0,3.0,1.0,0.0,1.0,7.0,1.0,4.0,12.0,1.0,6.0,6.0,1.0,1.0,9.0,1.0,8.0,17033.0
912,2017,584,0,0.0,2.0,3.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,5.0,1.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,5.0,11.0,0.0,0.0,1.0,0.0,1.0,7.0,1.0,5.0,13.0,1.0,7.0,6.0,1.0,1.0,9.0,1.0,8.0,17033.0
913,2017,585,0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,5.0,6.0,0.0,0.0,5.0,16.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,0.0,0.0,5.0,0.0,14.0,20019.0
914,2014,586,0,0.0,1.0,3.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,4.0,6.0,0.0,0.0,1.0,0.0,1.0,6.0,8.0,5.0,11.0,1.0,7.0,7.0,0.0,0.0,5.0,1.0,8.0,20089.0
915,2015,586,0,0.0,1.0,3.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,5.0,7.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0,2.0,11.0,1.0,7.0,7.0,0.0,0.0,5.0,1.0,8.0,20089.0
916,2016,586,0,0.0,1.0,3.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,2.0,12.0,1.0,7.0,7.0,0.0,0.0,5.0,1.0,8.0,20089.0
917,2017,586,0,0.0,1.0,3.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,2.0,12.0,1.0,7.0,7.0,0.0,0.0,5.0,1.0,8.0,20089.0
918,2014,587,0,1.0,1.0,3.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,5.0,0.0,0.0,2.0,5.0,2.0,0.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,5.0,12.0,1.0,7.0,6.0,1.0,1.0,6.0,2.0,8.0,16001.0
919,2015,587,0,1.0,1.0,3.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,5.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,5.0,12.0,1.0,7.0,7.0,1.0,1.0,6.0,2.0,8.0,16001.0
920,2016,587,0,1.0,1.0,3.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,5.0,13.0,1.0,7.0,7.0,1.0,1.0,6.0,2.0,8.0,16001.0
921,2014,588,0,1.0,1.0,3.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,1.0,6.0,0.0,0.0,3.0,15.0,1.0,0.0,1.0,3.0,7.0,0.0,0.0,3.0,0.0,9.0,2.0,1.0,4.0,7.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,8.0,14040.0
922,2015,588,1,1.0,1.0,3.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,18.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,3.0,1.0,7.0,6.0,1.0,4.0,8.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,8.0,14040.0
923,2014,589,0,0.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,2.0,0.0,2.0,29.0,1.0,1.0,1.0,2.0,7.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,5.0,5.0,2.0,1.0,1.0,0.0,1.0,5.0,1.0,8.0,20037.0
924,2015,589,0,0.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,6.0,0.0,0.0,3.0,29.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,5.0,5.0,2.0,2.0,2.0,0.0,1.0,5.0,2.0,8.0,20037.0
925,2016,589,0,0.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,23.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,1.0,1.0,1.0,2.0,9.0,5.0,5.0,2.0,2.0,2.0,0.0,1.0,5.0,2.0,8.0,20037.0
926,2017,589,0,0.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,12.0,1.0,0.0,2.0,5.0,6.0,0.0,0.0,2.0,2.0,1.0,6.0,10.0,4.0,6.0,2.0,2.0,2.0,0.0,1.0,5.0,2.0,8.0,20037.0
927,2016,590,0,1.0,2.0,3.0,9.0,4.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,12.0,1.0,1.0,1.0,2.0,6.0,0.0,0.0,2.0,0.0,2.0,2.0,8.0,4.0,10.0,1.0,4.0,4.0,0.0,0.0,3.0,2.0,8.0,9102.0
928,2017,590,0,1.0,2.0,3.0,9.0,4.0,0.0,0.0,0.0,0.0,1.0,23.0,5.0,5.0,5.0,2.0,0.0,0.0,1.0,9.0,1.0,0.0,1.0,2.0,6.0,0.0,0.0,2.0,0.0,1.0,6.0,8.0,2.0,10.0,1.0,4.0,4.0,0.0,0.0,3.0,2.0,8.0,9102.0
929,2014,591,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,5.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,2.0,0.0,2.0,1.0,9.0,2.0,5.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,8.0,14077.0
930,2015,591,1,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,10.0,5.0,5.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,8.0,14077.0
931,2015,593,1,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,3.0,0.0,0.0,1.0,16.0,0.0,0.0,4.0,4.0,7.0,0.0,0.0,1.0,0.0,1.0,6.0,3.0,2.0,11.0,1.0,6.0,3.0,6.0,2.0,5.0,1.0,9.0,20017.0
932,2015,594,0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,8.0,0.0,9.0,8126.0
933,2016,594,0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,5.0,1.0,6.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,3.0,7.0,1.0,1.0,1.0,0.0,0.0,5.0,8.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,8.0,0.0,9.0,8126.0
934,2017,594,0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,5.0,6.0,0.0,3.0,1.0,4.0,1.0,0.0,2.0,2.0,7.0,0.0,0.0,1.0,1.0,0.0,5.0,8.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,8.0,1.0,9.0,8126.0
935,2014,597,0,1.0,1.0,3.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,6.0,0.0,0.0,3.0,15.0,1.0,0.0,2.0,2.0,6.0,0.0,0.0,2.0,1.0,1.0,7.0,4.0,5.0,9.0,1.0,3.0,3.0,0.0,0.0,5.0,2.0,8.0,20127.0
936,2015,597,0,1.0,1.0,3.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,6.0,0.0,0.0,1.0,20.0,1.0,0.0,2.0,2.0,6.0,0.0,0.0,1.0,1.0,2.0,7.0,9.0,5.0,9.0,1.0,3.0,3.0,0.0,0.0,5.0,2.0,8.0,20127.0
937,2016,597,0,1.0,1.0,3.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,2.0,2.0,1.0,17.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,2.0,1.0,1.0,4.0,1.0,5.0,10.0,1.0,3.0,3.0,0.0,0.0,5.0,2.0,8.0,20127.0
938,2017,597,0,1.0,1.0,3.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,1.0,1.0,6.0,0.0,0.0,1.0,14.0,0.0,0.0,3.0,4.0,6.0,0.0,0.0,2.0,1.0,3.0,4.0,10.0,5.0,10.0,1.0,3.0,3.0,0.0,0.0,5.0,2.0,8.0,20127.0
939,2014,598,0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,10.0,1.0,6.0,5.0,3.0,1.0,8.0,1.0,9.0,8145.0
940,2015,598,0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,5.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,2.0,10.0,1.0,6.0,5.0,3.0,1.0,8.0,0.0,9.0,8145.0
941,2016,598,0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,1.0,5.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,2.0,10.0,1.0,6.0,5.0,3.0,1.0,8.0,1.0,9.0,8145.0
942,2017,598,0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,5.0,1.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,2.0,11.0,1.0,6.0,5.0,3.0,1.0,8.0,0.0,9.0,8145.0
943,2014,599,0,1.0,1.0,4.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,5.0,0.0,6.0,0.0,0.0,4.0,6.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,8.0,1.0,2.0,1.0,1.0,0.0,5.0,0.0,8.0,18111.0
944,2015,599,0,1.0,1.0,4.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,2.0,6.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,8.0,1.0,2.0,1.0,1.0,0.0,5.0,0.0,8.0,18002.0
945,2016,599,0,1.0,1.0,4.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,1.0,0.0,3.0,5.0,0.0,0.0,2.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0,2.0,9.0,1.0,2.0,1.0,1.0,0.0,5.0,2.0,8.0,18002.0
946,2017,599,0,1.0,1.0,4.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,1.0,0.0,6.0,0.0,0.0,3.0,5.0,0.0,0.0,2.0,3.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,5.0,2.0,9.0,1.0,2.0,2.0,1.0,0.0,5.0,2.0,8.0,18002.0
947,2014,603,0,1.0,1.0,3.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,5.0,1.0,6.0,0.0,2.0,3.0,11.0,0.0,1.0,1.0,2.0,8.0,0.0,0.0,2.0,1.0,1.0,10.0,1.0,4.0,5.0,1.0,2.0,2.0,1.0,0.0,9.0,1.0,9.0,17150.0
948,2015,603,0,1.0,1.0,3.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,5.0,1.0,6.0,0.0,2.0,2.0,8.0,0.0,0.0,1.0,5.0,10.0,0.0,0.0,2.0,1.0,1.0,10.0,1.0,5.0,5.0,1.0,2.0,2.0,1.0,0.0,9.0,1.0,9.0,17150.0
949,2016,603,0,1.0,1.0,3.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,1.0,1.0,6.0,1.0,2.0,1.0,7.0,0.0,0.0,1.0,8.0,10.0,0.0,0.0,2.0,1.0,2.0,10.0,1.0,5.0,5.0,1.0,3.0,2.0,1.0,0.0,9.0,1.0,9.0,17150.0
950,2017,603,0,1.0,1.0,3.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,1.0,1.0,6.0,0.0,4.0,1.0,3.0,0.0,0.0,2.0,3.0,8.0,0.0,0.0,2.0,1.0,2.0,10.0,1.0,4.0,6.0,1.0,3.0,2.0,1.0,0.0,9.0,2.0,9.0,17150.0
951,2015,604,0,1.0,1.0,7.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,1.0,4.0,4.0,0.0,7.0,6.0,1.0,0.0,3.0,2.0,6.0,0.0,0.0,2.0,0.0,2.0,10.0,5.0,2.0,6.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,6.0,11051.0
